,ID,Major_RGI_Region,Mountain_range_Region,Country,Glacier,RGI_Glacier_Area,Lake,Lake_type,Longitude,Latitude,River,Date,Date_Min,Date_Max,Mechanism,Mean_Flood_Volume_V0,Peak_discharge_Qp,Impact_and_destruction,reported_impacts,Further_comments,First_reference_found,Lake_area_before,Perimeter_before,Image_date_before,Satellite_before,Certainty_level_before,Lake_area_after,Perimeter_after,Image_date_after,Satellite_after,Certainty_level_after,Year
651,650.0,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,373.04,Big Lake,ice,-146.620789,61.59664,unknown,,2009-08-19 00:00:00,2009-09-06 00:00:00,unknown,124.344061,,,unknown,unknown,2021.0,3248876.0,11497.0,2009-08-19,Landsat 5,2.0,0.0,0.0,2009-09-06,Landsat 5,2.0,
652,651.0,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,50.928,Snow,ice,-148.924999,60.482579,unknown,2009-10-02 00:00:00,,,unknown,154.18522969,535.248,,unknown,unknown,,1687380.0,5776.0,2009-09-05,Landsat 7,1.0,,,,unknown,0.0,2009
653,652.0,Alaska,N Coast Ranges,USA,Lituya Glacier,48.301,Desolation Lake,ice,-137.604,58.751,Lituya Bay,,2009-10-14 00:00:00,2010-02-27 00:00:00,subglacial tunneling,,,,unknown,unknown,2022.0,,,,unknown,0.0,,,,unknown,0.0,
654,653.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Tulsequah Lake,ice,-133.823862,58.820674,unknown,2010-06-09 00:00:00,,,unknown,,1059.168,,unknown,unknown,,864661.0,4483.0,2010-06-06,Landsat 5,2.0,0.0,0.0,2010-07-08,Landsat 5,2.0,2010
655,654.0,Alaska,N Coast Ranges,Canada,Salmon Glacier,82.89,Summit Lake,ice,-130.079713,56.201261,unknown,2010-07-18 00:00:00,,,unknown,,,,unknown,unknown,,1398365.0,7001.0,2010-06-18,Landsat 7,1.0,0.0,0.0,2010-08-12,Landsat 7,1.0,2010
656,655.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Lake No Lake,ice,-133.862658,58.878526,unknown,2010-07-28 00:00:00,,,unknown,,1956.912,,unknown,unknown,,2493678.0,9865.0,2010-07-08,Landsat 5,2.0,0.0,0.0,2010-08-16,Landsat 5,1.0,2010
657,656.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Kennicott-unknown,ice,-143.134,61.5688,unknown,2010-07-30 00:00:00,,,unknown,,,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2010
658,657.0,Alaska,St Elias Mtns,USA,Tana Glacier,488.363,Iceberg Lake,ice,-142.95,60.76,unknown,2010-08-13 00:00:00,,,unknown,,,,unknown,unknown,2014.0,3198887.0,13590.0,2010-07-17,Landsat 7,2.0,917117.0,4007.0,2010-09-11,Landsat 5,1.0,2010
659,658.0,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,373.04,Big Lake,ice,-146.620789,61.59664,unknown,2010-09-01 00:00:00,2010-09-07 00:00:00,2010-09-16 00:00:00,unknown,128.531391,,,unknown,unknown,2021.0,3539636.0,12365.0,2010-09-07,Landsat 5,2.0,0.0,0.0,2010-09-16,Landsat 5,2.0,2010
660,659.0,Alaska,N Coast Ranges,USA,Lituya Glacier,48.301,Desolation Lake,ice,-137.604,58.751,Lituya Bay,,2010-09-23 00:00:00,2011-06-07 00:00:00,subglacial tunneling,,,,unknown,unknown,2022.0,,,,unknown,0.0,,,,unknown,0.0,
661,660.0,Alaska,W Chugach Mtns (Talkeetna),USA,Bear Glacier,198.091,Ice Lake,ice,-149.607868,60.072956,unknown,,2010-10-08 00:00:00,2010-10-09 00:00:00,unknown,37.9,,,unknown,unknown,2014.0,462286.0,4382.0,2010-09-14,Landsat 5,2.0,,,,unknown,0.0,
662,661.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Lake No Lake,ice,-133.862658,58.878526,unknown,2011-07-06 00:00:00,,,unknown,,1659.65,,unknown,unknown,,2009431.0,9077.0,2011-05-31,Landsat 5,2.0,0.0,0.0,2011-07-11,Landsat 5,1.0,2011
663,662.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Kennicott-unknown,ice,-143.134,61.5688,unknown,2011-07-13 00:00:00,,,unknown,,,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2011
664,663.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2011-07-19 00:00:00,,,unknown,,466.9968,signifcant flooding around the Mendenhall Campground; View Drive cut off,x,unknown,,,,,unknown,0.0,,,,unknown,0.0,2011
665,664.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Kennicott-unknown,ice,-143.134,61.5688,unknown,2011-07-20 00:00:00,,,unknown,,,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2011
666,665.0,Alaska,N Coast Ranges,Canada,Salmon Glacier,82.89,Summit Lake,ice,-130.079713,56.201261,unknown,2011-07-26 00:00:00,,,unknown,,,,unknown,unknown,,,,,unknown,0.0,0.0,0.0,2011-10-02,Landsat 7,1.0,2011
667,666.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Lake No Lake,ice,-133.862658,58.878526,unknown,2011-07-28 00:00:00,,,unknown,,1091.4528,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2011
668,667.0,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,373.04,Big Lake,ice,-146.620789,61.59664,unknown,,2011-08-11 00:00:00,2011-09-10 00:00:00,unknown,81.593474,,,unknown,unknown,2021.0,3132438.0,9777.0,2011-08-11,Landsat 5,2.0,0.0,0.0,2011-09-10,Landsat 5,2.0,
669,668.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2011-08-19 00:00:00,,,unknown,,402.7104,"flooding in Mendenhall Campground, Skaters Cabin Road & View Drive",x,unknown,,,,,unknown,0.0,,,,unknown,0.0,2011
670,669.0,Alaska,St Elias Mtns,USA,Miles Glacier,421.012,Van Cleve Lake,ice,-144.408245,60.695872,unknown,,2011-08-29 00:00:00,2011-10-22 00:00:00,unknown,308.233826,,,unknown,unknown,2021.0,7988841.0,14730.0,2011-08-29,Landsat 5,2.0,0.0,0.0,2011-10-22,Landsat 5,2.0,
671,670.0,Alaska,W Chugach Mtns (Talkeetna),USA,Bear Glacier,198.091,Ice Lake,ice,-149.607868,60.072956,unknown,,2011-09-26 00:00:00,2011-10-12 00:00:00,unknown,,,,unknown,unknown,2014.0,485569.0,5093.0,2011-09-26,Landsat 5,2.0,,,,unknown,0.0,
672,671.0,Alaska,W Chugach Mtns (Talkeetna),USA,Skilak Glacier,171.454,Skilak lake,ice,-149.944668,60.199099,unknown,2011-10-06 00:00:00,,,unknown,123.34818375,498.432,none,unknown,unknown,,471222.0,3531.0,2011-08-11,RapidEye,2.0,,,,unknown,0.0,2011
673,672.0,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,50.928,Snow,ice,-148.924999,60.482579,unknown,2011-10-27 00:00:00,,,unknown,104.84595619,569.232,,unknown,unknown,,1692580.0,5859.0,2011-10-12,Landsat 5,2.0,,,,unknown,0.0,2011
674,673.0,Alaska,N Coast Ranges,USA,Lituya Glacier,48.301,Desolation Lake,ice,-137.604,58.751,Lituya Bay,2012-01-01 00:00:00,2012-07-21 00:00:00,2012-08-29 00:00:00,subglacial tunneling,,,,unknown,unknown,2020.0,,,,unknown,0.0,,,,unknown,0.0,2012
675,674.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Tulsequah Lake,ice,-133.823862,58.820674,unknown,2012-06-05 00:00:00,,,unknown,,1033.6,,unknown,unknown,,596149.0,4027.0,2012-06-03,Landsat 7,2.0,0.0,0.0,2012-07-21,Landsat 7,1.0,2012
676,675.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2012-07-02 00:00:00,,,unknown,,247.2336,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2012
677,676.0,Alaska,N Coast Ranges,Canada,Salmon Glacier,82.89,Summit Lake,ice,-130.079713,56.201261,unknown,2012-07-17 00:00:00,,,unknown,,464.448,,unknown,unknown,,,,,unknown,0.0,0.0,0.0,2012-10-08,RapidEye,2.0,2012
678,677.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Kennicott-unknown,ice,-143.134,61.5688,unknown,2012-07-19 00:00:00,,,unknown,,,minor bank erosion on McCarthy side of river; lost 3 to 5 feet of bank; no flooding,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2012
679,678.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,2012-01-01 00:00:00,2012-06-23 00:00:00,2012-07-27 00:00:00,unknown,,,,unknown,unknown,2021.0,631569.0,4010.0,2012-06-23,RapidEye,2.0,0.0,0.0,2012-07-27,RapidEye,2.0,2012
680,679.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Lake No Lake,ice,-133.862658,58.878526,unknown,2012-07-29 00:00:00,,,unknown,,1990.896,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2012
681,680.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Lake No Lake,ice,-133.862658,58.878526,unknown,2012-08-18 00:00:00,,,unknown,,1053.504,,unknown,unknown,,2488365.0,9613.0,2012-07-21,Landsat 7,2.0,0.0,0.0,2012-10-09,Landsat 7,1.0,2012
682,681.0,Alaska,W Chugach Mtns (Talkeetna),USA,Bear Glacier,198.091,Ice Lake,ice,-149.607868,60.072956,unknown,,2012-08-24 00:00:00,2012-08-28 00:00:00,unknown,,,,unknown,unknown,2014.0,483177.0,4639.0,2012-08-03,Landsat 7,2.0,0.0,0.0,2012-10-22,Landsat 7,2.0,
683,682.0,Alaska,N Coast Ranges,USA,Lituya Glacier,48.301,Desolation Lake,ice,-137.604,58.751,Lituya Bay,2013-01-01 00:00:00,2013-08-15 00:00:00,2013-11-03 00:00:00,subglacial tunneling,,,,unknown,unknown,2020.0,10667736.0,30600.0,2013-08-06,Landsat 8 ,1.0,8982335.0,26468.0,2013-11-03,Landsat 8,1.0,2013
684,683.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Kennicott-unknown,ice,-143.134,61.5688,unknown,2013-06-26 00:00:00,,,unknown,,,erosion of parking lot/campground on right bank,x,unknown,,,,,unknown,0.0,,,,unknown,0.0,2013
685,684.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,2013-01-01 00:00:00,2013-06-22 00:00:00,2013-07-14 00:00:00,unknown,,,,unknown,unknown,2021.0,773665.0,5034.0,2013-06-22,Landsat 8,2.0,0.0,0.0,2013-07-14,RapidEye,2.0,2013
686,685.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Lake No Lake,ice,-133.862658,58.878526,unknown,2013-07-03 00:00:00,,,unknown,,2208.71,No impacts reported,unknown,unknown,,2381880.0,9229.0,2013-06-30,Landsat 8,2.0,0.0,0.0,2013-08-01,Landsat 8,2.0,2013
687,686.0,Alaska,N Coast Ranges,Canada,Salmon Glacier,82.89,Summit Lake,ice,-130.079713,56.201261,unknown,2013-08-08 00:00:00,,,unknown,,913.6032,,unknown,unknown,,,,,unknown,0.0,0.0,0.0,,Landsat 8,2.0,2013
688,687.0,Alaska,St Elias Mtns,USA,Miles Glacier,421.012,Van Cleve Lake,ice,-144.408245,60.695872,unknown,2013-08-01 00:00:00,2013-08-15 00:00:00,2013-08-22 00:00:00,unknown,161.897891,,,unknown,unknown,2021.0,5853710.0,16254.0,2013-08-15,Geo-Eye 1,2.0,0.0,0.0,2013-08-22,Geo-Eye 1,2.0,2013
689,688.0,Alaska,W Chugach Mtns (Talkeetna),USA,Skilak Glacier,171.454,Skilak lake,ice,-149.944668,60.199099,unknown,2013-09-21 00:00:00,,,unknown,117.18077457,566.4,none,unknown,unknown,,488901.0,3849.0,2013-08-25,RapidEye,2.0,,,,unknown,0.0,2013
690,689.0,Alaska,N Coast Ranges,USA,Lituya Glacier,48.301,Desolation Lake,ice,-137.604,58.751,Lituya Bay,,2013-09-24 00:00:00,2013-11-02 00:00:00,subglacial tunneling,,,,unknown,unknown,2022.0,,,,unknown,0.0,,,,unknown,0.0,
691,690.0,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,50.928,Snow,ice,-148.924999,60.482579,unknown,2013-10-08 00:00:00,,,unknown,148.01782051,685.344,,unknown,unknown,,1617395.0,5597.0,2013-09-15,Landsat 8,2.0,,,,unknown,0.0,2013
692,691.0,Alaska,N Coast Ranges,USA,Lituya Glacier,48.301,Desolation Lake,ice,-137.604,58.751,Lituya Bay,,2013-11-03 00:00:00,2014-05-22 00:00:00,subglacial tunneling,,,,unknown,unknown,2022.0,,,,unknown,0.0,,,,unknown,0.0,
693,692.0,Alaska,N Coast Ranges,USA,Lituya Glacier,48.301,Desolation Lake,ice,-137.604,58.751,Lituya Bay,2014-01-01 00:00:00,2014-09-23 00:00:00,2014-11-13 00:00:00,subglacial tunneling,,,,unknown,unknown,2020.0,11643335.0,24696.0,2014-08-23,RapidEye,2.0,,,,unknown,0.0,2014
694,693.0,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,1053.721,Kaskawulsh Lake,ice,-139.135408,60.778189,unknown,2014-01-01 00:00:00,2014-07-31 00:00:00,2014-08-23 00:00:00,unknown,,,,unknown,unknown,2019.0,521066.0,6967.0,2014-07-22,Landsat 8,2.0,0.0,0.0,2014-08-23,Landsat 8,2.0,2014
695,694.0,Alaska,W Chugach Mtns (Talkeetna),USA,Moose,50.928,Moose,ice,-149.025829,60.480729,unknown,2014-01-01 00:00:00,,,unknown,,,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2014
696,695.0,Alaska,W Chugach Mtns (Talkeetna),USA,Moose,50.928,Moose,ice,-149.025829,60.480729,unknown,2014-01-01 00:00:00,,,unknown,,,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2014
697,696.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2014-07-09 00:00:00,,,unknown,,563.568,widespread flooding around the campground View Drive; subdivision was cut off,x,unknown,,,,,unknown,0.0,,,,unknown,0.0,2014
698,697.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Kennicott-unknown,ice,-143.134,61.5688,unknown,2014-07-15 00:00:00,,,unknown,,,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2014
699,698.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,2014-01-01 00:00:00,2014-07-02 00:00:00,2014-08-02 00:00:00,unknown,,,,unknown,unknown,2021.0,717546.0,4144.0,2014-07-02,RapidEye,2.0,0.0,0.0,2014-08-02,RapidEye,2.0,2014
700,699.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Lake No Lake,ice,-133.862658,58.878526,unknown,2014-07-15 00:00:00,,,unknown,,3067.9056,,unknown,unknown,,2024204.0,9267.0,2014-06-16,Landsat 7,2.0,0.0,0.0,2014-08-20,Landsat 8,1.0,2014
701,700.0,Alaska,N Coast Ranges,Canada,Salmon Glacier,82.89,Summit Lake,ice,-130.079713,56.201261,unknown,2014-07-18 00:00:00,,,unknown,,708.0,,unknown,unknown,,1578257.0,7927.0,2014-07-14,Landsat 7,2.0,,,,unknown,0.0,2014
702,701.0,Alaska,St Elias Mtns,USA,Miles Glacier,421.012,Van Cleve Lake,ice,-144.408245,60.695872,unknown,,2014-07-24 00:00:00,2014-08-19 00:00:00,unknown,238.582097,,,unknown,unknown,2021.0,7560383.0,16179.0,2014-07-24,Geo-Eye 1,2.0,0.0,0.0,2014-08-19,Geo-Eye 1,2.0,
703,702.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2014-08-11 00:00:00,,,unknown,,463.032,moderate flooding along Mendenhall Campground and West Glacier spur road; campground evacuated; moderate flooding along View Drive,x,unknown,,,,,unknown,0.0,,,,unknown,0.0,2014
704,703.0,Alaska,N Coast Ranges,Canada,Salmon Glacier,82.89,Summit Lake,ice,-130.079713,56.201261,unknown,2014-08-14 00:00:00,,,unknown,,168.47568,,unknown,unknown,,,,,unknown,0.0,0.0,0.0,2014-09-17,RapidEye,2.0,2014
705,704.0,Alaska,St Elias Mtns,USA,Steller,743.599,Berg Lake,ice,-143.80331,60.403511,unknown,2014-11-06 00:00:00,,,unknown,,,,unknown,unknown,,18251888.0,28301.0,2014-10-15,Landsat 8,2.0,1655045.0,7182.0,2014-11-25,Landsat 8 ,2.0,2014
706,705.0,Alaska,W Chugach Mtns (Talkeetna),USA,Skilak Glacier,171.454,Skilak lake,ice,-149.944668,60.199099,unknown,2014-11-14 00:00:00,,,unknown,117.18077457,185.496,None,unknown,unknown,,396784.0,2833.0,2014-09-25,Landsat 8,2.0,,,,unknown,0.0,2014
707,706.0,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,1053.721,Kaskawulsh Lake,ice,-139.135408,60.778189,unknown,2015-01-01 00:00:00,,,unknown,,,,unknown,unknown,2019.0,370802.0,6992.0,2015-06-28,RapidEye,2.0,0.0,0.0,2015-08-03,Landsat 8,2.0,2015
708,707.0,Alaska,W Chugach Mtns (Talkeetna),USA,Moose,50.928,Moose,ice,-149.025829,60.480729,unknown,2015-01-01 00:00:00,,,unknown,,,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
709,708.0,Alaska,W Chugach Mtns (Talkeetna),USA,Moose,50.928,Moose,ice,-149.025829,60.480729,unknown,2015-01-01 00:00:00,,,unknown,,,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
710,709.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-05-31 00:00:00,,,unknown,,199.57104,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
711,710.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-06-25 00:00:00,,,unknown,,191.16,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
712,711.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Lake No Lake,ice,-133.862658,58.878526,unknown,2015-07-01 00:00:00,,,unknown,,2257.104,No impacts reported,unknown,unknown,,2187747.0,9156.0,2015-06-20,Landsat 8,2.0,0.0,0.0,2015-07-21,RapidEye,1.0,2015
713,712.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-07-02 00:00:00,,,unknown,,216.2232,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
714,713.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-07-08 00:00:00,,,unknown,,185.2128,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
715,714.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-07-13 00:00:00,,,unknown,,218.9136,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
716,715.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-07-20 00:00:00,,,unknown,,177.5664,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
717,716.0,Alaska,St Elias Mtns,USA,Miles Glacier,421.012,Van Cleve Lake,ice,-144.408245,60.695872,unknown,,2015-07-21 00:00:00,2015-09-07 00:00:00,unknown,310.638911,,,unknown,unknown,2021.0,8468804.0,15292.0,2015-07-21,Landsat 8,2.0,0.0,0.0,2015-09-07,Landsat 8,2.0,
718,717.0,Alaska,St Elias Mtns,USA,Steller,743.599,Berg Lake,ice,-143.80331,60.403511,unknown,2015-08-02 00:00:00,,,unknown,,,,unknown,unknown,,18249810.0,32314.0,2015-07-31,Landsat 7,2.0,1636808.0,7993.0,2015-08-20,RapidEye,2.0,2015
719,718.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-08-10 00:00:00,,,unknown,,229.1088,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
720,719.0,Western Canada and USA,Cascade Ra and Sa Nevada,USA,South Tahoma Glacier,2.82,unknown,water pocket,-121.805,46.824,unknown,2015-08-13 00:00:00,,,unknown,,,,unknown,unknown,2016.0,,,,unknown,0.0,,,,unknown,0.0,2015
721,720.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-08-18 00:00:00,,,unknown,,274.9872,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
722,721.0,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,373.04,Big Lake,ice,-146.620789,61.59664,unknown,2015-08-01 00:00:00,2015-08-20 00:00:00,2015-08-29 00:00:00,unknown,80.931201,,,unknown,unknown,2021.0,2938080.0,9660.0,2015-08-20,Landsat 8,2.0,0.0,0.0,2015-08-29,Landsat 8,2.0,2015
723,722.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-08-22 00:00:00,,,unknown,,237.0384,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
724,723.0,Alaska,W Chugach Mtns (Talkeetna),USA,Snow,50.928,Snow,ice,-148.924999,60.482579,unknown,2015-08-24 00:00:00,,,unknown,123.34818375,495.6,,unknown,unknown,,1790861.0,6300.0,2015-08-20,Landsat 8,2.0,,,,unknown,0.0,2015
725,724.0,Alaska,N Coast Ranges,USA,Baird Glacier,,Witches Caldron,ice,-132.531,57.135,unknown,2015-09-01 00:00:00,,,unknown,,,,unknown,unknown,2015.0,827645.0,5228.0,2015-09-01,Landsat 8,2.0,59672.0,1031.0,2015-10-02,RapidEye,2.0,2015
726,725.0,Western Canada and USA,Cascade Ra and Sa Nevada,USA,South Tahoma Glacier,2.82,unknown,water pocket,-121.805,46.824,unknown,2015-09-12 00:00:00,,,unknown,,,,unknown,unknown,2016.0,,,,unknown,0.0,,,,unknown,0.0,2015
727,726.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2015-09-14 00:00:00,,,unknown,,212.4,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2015
728,727.0,Alaska,N Coast Ranges,USA,Lituya Glacier,48.301,Desolation Lake,ice,-137.604,58.751,Lituya Bay,2015-10-01 00:00:00,2015-10-05 00:00:00,2015-10-31 00:00:00,subglacial tunneling,,,,unknown,unknown,2020.0,12318364.0,25917.0,2015-10-05,RapidEye,2.0,6821120.0,20622.0,2015-10-31,Landsat 8,1.0,2015
729,728.0,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,1053.721,Kaskawulsh Lake,ice,-139.135408,60.778189,unknown,2016-01-01 00:00:00,2016-06-18 00:00:00,2016-07-17 00:00:00,unknown,,,,unknown,unknown,2019.0,312144.0,7017.0,2016-06-18,RapidEye,2.0,67076.0,1233.0,2016-07-17,Sentinel-2,2.0,2016
730,729.0,Alaska,W Chugach Mtns (Talkeetna),USA,Moose,50.928,Moose,ice,-149.025829,60.480729,unknown,2016-01-01 00:00:00,2015-09-24 00:00:00,2016-07-17 00:00:00,unknown,,,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2016
731,730.0,Alaska,St Elias Mtns,USA,Miles Glacier,421.012,Van Cleve Lake,ice,-144.408245,60.695872,unknown,,2016-07-16 00:00:00,2016-09-02 00:00:00,unknown,310.638911,,,unknown,unknown,2021.0,7908638.0,15411.0,2016-07-16,Sentinel-2,2.0,0.0,0.0,2016-09-02,Sentinel-2,2.0,
732,731.0,Alaska,N Coast Ranges,Canada,Tulsequah Glacier,148.734,Lake No Lake,ice,-133.862658,58.878526,unknown,2016-06-01 00:00:00,,,unknown,,1353.696,,unknown,unknown,,1820441.0,8623.0,2016-05-21,RapidEye,2.0,0.0,0.0,2016-07-18,RapidEye,2.0,2016
733,732.0,Alaska,St Elias Mtns,USA,Steller,743.599,Berg Lake,ice,-143.80331,60.403511,unknown,2016-06-08 00:00:00,,,unknown,,,,unknown,unknown,,19326907.0,35596.0,2016-05-13,RapidEye,2.0,693902.0,3487.0,2016-07-01,RapidEye,2.0,2016
734,733.0,Alaska,W Chugach Mtns (Talkeetna),USA,Valdez,137.956,Valdez,ice,-146.136,61.2204,unknown,2016-06-18 00:00:00,,,unknown,,,erosion of the road to the dump,x,unknown,,423188.0,3150.0,2016-05-27,Landsat 8,2.0,0.0,0.0,2016-07-14,Landsat 8,2.0,2016
735,734.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2016-06-29 00:00:00,,,unknown,,472.944,minor to moderate flooding Mendenhall Lake campground and along View Drive,x,unknown,,,,,unknown,0.0,,,,unknown,0.0,2016
736,735.0,Alaska,N Coast Ranges,Canada,Salmon Glacier,82.89,Summit Lake,ice,-130.079713,56.201261,unknown,2016-07-20 00:00:00,,,unknown,,679.68,none,unknown,unknown,,752669.0,8991.0,2016-06-27,RapidEye,2.0,,,,unknown,0.0,2016
737,736.0,Alaska,W Chugach Mtns (Talkeetna),USA,Valdez,137.956,Valdez,ice,-146.136,61.2204,unknown,2016-07-21 00:00:00,,,unknown,,,continued erosion of the dump road,x,unknown,,504490.0,4210.0,2016-07-14,Landsat 8,1.0,0.0,0.0,2016-08-03,RapidEye,2.0,2016
738,737.0,Alaska,N Coast Ranges,USA,Mendenhall Glacier,109.359,Suicide Lake,ice,-134.495745,58.45869,Mendenhall,2016-07-23 00:00:00,,,unknown,,226.56,,unknown,unknown,,,,,unknown,0.0,,,,unknown,0.0,2016
739,738.0,Alaska,Alaska Ra (Wrangell/Kilbuck),USA,Kennicott Glacier,292.531,Hidden Creek Lake,ice,-143.093834,61.560855,Kennicott,2016-07-26 00:00:00,,,unknown,53.5,688.09,minor erosion of a parking lot on the west bank of the river,x,Hidden Creek Lake maximum volume ~ 20–30e6 m³ – Walder et al. (2005),,688122.0,4244.0,2016-07-08,Landsat 7,1.0,0.0,0.0,2016-08-01,RapidEye,2.0,2016
740,739.0,Alaska,W Chugach Mtns (Talkeetna),USA,Tazlina Glacier,373.04,Big Lake,ice,-146.620789,61.59664,unknown,2016-07-27 00:00:00,2016-07-14 00:00:00,2016-08-15 00:00:00,unknown,59.686877,696.672,debris,unknown,unknown,,2656040.0,9880.0,2016-07-14,Landsat 8,2.0,0.0,0.0,2016-08-15,Landsat 8,2.0,2016
